"controlId","controlFamily","controlName","policyId","policyName","policyEffect","currentProdEffect","currentNonprodEffect","implementationStatus","enforcementScope"
"AC-4","AC","Information Flow Enforcement","f6de0be7-9a8a-4b8a-b349-43cf02d22f7c","Internet-facing virtual machines should be protected with network security groups","Audit","AuditIfNotExists","AuditIfNotExists","Planned","Both"
"SC-7","SC","Boundary Protection","f6de0be7-9a8a-4b8a-b349-43cf02d22f7c","Internet-facing virtual machines should be protected with network security groups","Audit","AuditIfNotExists","AuditIfNotExists","Planned","Both"
"SC-7(3)","SC","Boundary Protection","f6de0be7-9a8a-4b8a-b349-43cf02d22f7c","Internet-facing virtual machines should be protected with network security groups","Audit","AuditIfNotExists","AuditIfNotExists","Planned","Both"
"AC-4","AC","Information Flow Enforcement","bd352bd5-2853-4985-bf0d-73806b4a5744","IP Forwarding on your virtual machine should be disabled","Audit","AuditIfNotExists","AuditIfNotExists","Planned","Both"
"SC-5","SC","Unknown","bd352bd5-2853-4985-bf0d-73806b4a5744","IP Forwarding on your virtual machine should be disabled","Audit","AuditIfNotExists","AuditIfNotExists","Planned","Both"
"SC-7","SC","Boundary Protection","bd352bd5-2853-4985-bf0d-73806b4a5744","IP Forwarding on your virtual machine should be disabled","Audit","AuditIfNotExists","AuditIfNotExists","Planned","Both"
"SC-7(3)","SC","Boundary Protection","bd352bd5-2853-4985-bf0d-73806b4a5744","IP Forwarding on your virtual machine should be disabled","Audit","AuditIfNotExists","AuditIfNotExists","Planned","Both"
"SI-2","SI","Flaw Remediation","fb893a29-21bb-418c-a157-e99480ec364c","Kubernetes Services should be upgraded to a non-vulnerable Kubernetes version","Audit","Audit","Audit","Planned","Both"
"SI-2(6)","SI","Flaw Remediation","fb893a29-21bb-418c-a157-e99480ec364c","Kubernetes Services should be upgraded to a non-vulnerable Kubernetes version","Audit","Audit","Audit","Planned","Both"
"AU-6(4)","AU","Audit Record Review, Analysis, and Reporting","a4fe33eb-e377-4efb-ab31-0784311bc499","Log Analytics agent should be installed on your virtual machine for Azure Security Center monitoring","Audit","AuditIfNotExists","AuditIfNotExists","Planned","Both"
"AU-6(5)","AU","Audit Record Review, Analysis, and Reporting","a4fe33eb-e377-4efb-ab31-0784311bc499","Log Analytics agent should be installed on your virtual machine for Azure Security Center monitoring","Audit","AuditIfNotExists","AuditIfNotExists","Planned","Both"
"AU-12","AU","Audit Record Generation","a4fe33eb-e377-4efb-ab31-0784311bc499","Log Analytics agent should be installed on your virtual machine for Azure Security Center monitoring","Audit","AuditIfNotExists","AuditIfNotExists","Planned","Both"
"AU-12(1)","AU","Audit Record Generation","a4fe33eb-e377-4efb-ab31-0784311bc499","Log Analytics agent should be installed on your virtual machine for Azure Security Center monitoring","Audit","AuditIfNotExists","AuditIfNotExists","Planned","Both"
"SI-4","SI","System Monitoring","a4fe33eb-e377-4efb-ab31-0784311bc499","Log Analytics agent should be installed on your virtual machine for Azure Security Center monitoring","Audit","AuditIfNotExists","AuditIfNotExists","Planned","Both"
"AU-6(4)","AU","Audit Record Review, Analysis, and Reporting","a3a6ea0c-e018-4933-9ef0-5aaa1501449b","Log Analytics agent should be installed on your virtual machine scale sets for Azure Security Center monitoring","Audit","AuditIfNotExists","AuditIfNotExists","Planned","Both"
"AU-6(5)","AU","Audit Record Review, Analysis, and Reporting","a3a6ea0c-e018-4933-9ef0-5aaa1501449b","Log Analytics agent should be installed on your virtual machine scale sets for Azure Security Center monitoring","Audit","AuditIfNotExists","AuditIfNotExists","Planned","Both"
"AU-12","AU","Audit Record Generation","a3a6ea0c-e018-4933-9ef0-5aaa1501449b","Log Analytics agent should be installed on your virtual machine scale sets for Azure Security Center monitoring","Audit","AuditIfNotExists","AuditIfNotExists","Planned","Both"
"AU-12(1)","AU","Audit Record Generation","a3a6ea0c-e018-4933-9ef0-5aaa1501449b","Log Analytics agent should be installed on your virtual machine scale sets for Azure Security Center monitoring","Audit","AuditIfNotExists","AuditIfNotExists","Planned","Both"
"SI-4","SI","System Monitoring","a3a6ea0c-e018-4933-9ef0-5aaa1501449b","Log Analytics agent should be installed on your virtual machine scale sets for Azure Security Center monitoring","Audit","AuditIfNotExists","AuditIfNotExists","Planned","Both"
"AC-2(12)","AC","Account Management","b0f33259-77d7-4c9e-aac6-3aabcfae693c","Management ports of virtual machines should be protected with just-in-time network access control","Audit","AuditIfNotExists","AuditIfNotExists","Planned","Both"
"AC-4","AC","Information Flow Enforcement","b0f33259-77d7-4c9e-aac6-3aabcfae693c","Management ports of virtual machines should be protected with just-in-time network access control","Audit","AuditIfNotExists","AuditIfNotExists","Planned","Both"
"AC-4(3)","AC","Information Flow Enforcement","b0f33259-77d7-4c9e-aac6-3aabcfae693c","Management ports of virtual machines should be protected with just-in-time network access control","Audit","AuditIfNotExists","AuditIfNotExists","Planned","Both"
"SC-7","SC","Boundary Protection","b0f33259-77d7-4c9e-aac6-3aabcfae693c","Management ports of virtual machines should be protected with just-in-time network access control","Audit","AuditIfNotExists","AuditIfNotExists","Planned","Both"
"SC-7(3)","SC","Boundary Protection","b0f33259-77d7-4c9e-aac6-3aabcfae693c","Management ports of virtual machines should be protected with just-in-time network access control","Audit","AuditIfNotExists","AuditIfNotExists","Planned","Both"
"AC-4","AC","Information Flow Enforcement","22730e10-96f6-4aac-ad84-9383d35b5917","Management ports should be closed on your virtual machines","Audit","AuditIfNotExists","AuditIfNotExists","Planned","Both"
"SC-7","SC","Boundary Protection","22730e10-96f6-4aac-ad84-9383d35b5917","Management ports should be closed on your virtual machines","Audit","AuditIfNotExists","AuditIfNotExists","Planned","Both"
"SC-7(3)","SC","Boundary Protection","22730e10-96f6-4aac-ad84-9383d35b5917","Management ports should be closed on your virtual machines","Audit","AuditIfNotExists","AuditIfNotExists","Planned","Both"
"AC-2(12)","AC","Account Management","1c988dd6-ade4-430f-a608-2a3e5b0a6d38","Microsoft Defender for Containers should be enabled","Audit","AuditIfNotExists","AuditIfNotExists","Planned","Both"
"AU-6","AU","Audit Record Review, Analysis, and Reporting","1c988dd6-ade4-430f-a608-2a3e5b0a6d38","Microsoft Defender for Containers should be enabled","Audit","AuditIfNotExists","AuditIfNotExists","Planned","Both"
"AU-6(4)","AU","Audit Record Review, Analysis, and Reporting","1c988dd6-ade4-430f-a608-2a3e5b0a6d38","Microsoft Defender for Containers should be enabled","Audit","AuditIfNotExists","AuditIfNotExists","Planned","Both"
"AU-6(5)","AU","Audit Record Review, Analysis, and Reporting","1c988dd6-ade4-430f-a608-2a3e5b0a6d38","Microsoft Defender for Containers should be enabled","Audit","AuditIfNotExists","AuditIfNotExists","Planned","Both"
"AU-12","AU","Audit Record Generation","1c988dd6-ade4-430f-a608-2a3e5b0a6d38","Microsoft Defender for Containers should be enabled","Audit","AuditIfNotExists","AuditIfNotExists","Planned","Both"
"AU-12(1)","AU","Audit Record Generation","1c988dd6-ade4-430f-a608-2a3e5b0a6d38","Microsoft Defender for Containers should be enabled","Audit","AuditIfNotExists","AuditIfNotExists","Planned","Both"
"IR-4","IR","Unknown","1c988dd6-ade4-430f-a608-2a3e5b0a6d38","Microsoft Defender for Containers should be enabled","Audit","AuditIfNotExists","AuditIfNotExists","Planned","Both"
"IR-5","IR","Unknown","1c988dd6-ade4-430f-a608-2a3e5b0a6d38","Microsoft Defender for Containers should be enabled","Audit","AuditIfNotExists","AuditIfNotExists","Planned","Both"
"RA-5","RA","Unknown","1c988dd6-ade4-430f-a608-2a3e5b0a6d38","Microsoft Defender for Containers should be enabled","Audit","AuditIfNotExists","AuditIfNotExists","Planned","Both"
"SI-2","SI","Flaw Remediation","1c988dd6-ade4-430f-a608-2a3e5b0a6d38","Microsoft Defender for Containers should be enabled","Audit","AuditIfNotExists","AuditIfNotExists","Planned","Both"
"SI-4","SI","System Monitoring","1c988dd6-ade4-430f-a608-2a3e5b0a6d38","Microsoft Defender for Containers should be enabled","Audit","AuditIfNotExists","AuditIfNotExists","Planned","Both"
"AC-2(12)","AC","Account Management","640d2586-54d2-465f-877f-9ffc1d2109f4","Microsoft Defender for Storage should be enabled","Audit","AuditIfNotExists","AuditIfNotExists","Planned","Both"
"AU-6","AU","Audit Record Review, Analysis, and Reporting","640d2586-54d2-465f-877f-9ffc1d2109f4","Microsoft Defender for Storage should be enabled","Audit","AuditIfNotExists","AuditIfNotExists","Planned","Both"
"AU-6(4)","AU","Audit Record Review, Analysis, and Reporting","640d2586-54d2-465f-877f-9ffc1d2109f4","Microsoft Defender for Storage should be enabled","Audit","AuditIfNotExists","AuditIfNotExists","Planned","Both"
"AU-6(5)","AU","Audit Record Review, Analysis, and Reporting","640d2586-54d2-465f-877f-9ffc1d2109f4","Microsoft Defender for Storage should be enabled","Audit","AuditIfNotExists","AuditIfNotExists","Planned","Both"
"AU-12","AU","Audit Record Generation","640d2586-54d2-465f-877f-9ffc1d2109f4","Microsoft Defender for Storage should be enabled","Audit","AuditIfNotExists","AuditIfNotExists","Planned","Both"
"AU-12(1)","AU","Audit Record Generation","640d2586-54d2-465f-877f-9ffc1d2109f4","Microsoft Defender for Storage should be enabled","Audit","AuditIfNotExists","AuditIfNotExists","Planned","Both"
"IR-4","IR","Unknown","640d2586-54d2-465f-877f-9ffc1d2109f4","Microsoft Defender for Storage should be enabled","Audit","AuditIfNotExists","AuditIfNotExists","Planned","Both"
"IR-5","IR","Unknown","640d2586-54d2-465f-877f-9ffc1d2109f4","Microsoft Defender for Storage should be enabled","Audit","AuditIfNotExists","AuditIfNotExists","Planned","Both"
"RA-5","RA","Unknown","640d2586-54d2-465f-877f-9ffc1d2109f4","Microsoft Defender for Storage should be enabled","Audit","AuditIfNotExists","AuditIfNotExists","Planned","Both"
"SI-2","SI","Flaw Remediation","640d2586-54d2-465f-877f-9ffc1d2109f4","Microsoft Defender for Storage should be enabled","Audit","AuditIfNotExists","AuditIfNotExists","Planned","Both"
"SI-4","SI","System Monitoring","640d2586-54d2-465f-877f-9ffc1d2109f4","Microsoft Defender for Storage should be enabled","Audit","AuditIfNotExists","AuditIfNotExists","Planned","Both"
"SC-3","SC","Unknown","af6cd1bd-1635-48cb-bde7-5b15693900b9","Monitor missing Endpoint Protection in Azure Security Center","Audit","AuditIfNotExists","AuditIfNotExists","Planned","Both"
"SI-3","SI","Malicious Code Protection","af6cd1bd-1635-48cb-bde7-5b15693900b9","Monitor missing Endpoint Protection in Azure Security Center","Audit","AuditIfNotExists","AuditIfNotExists","Planned","Both"
"AC-4","AC","Information Flow Enforcement","bb91dfba-c30d-4263-9add-9c2384e659a6","Non-internet-facing virtual machines should be protected with network security groups","Audit","AuditIfNotExists","AuditIfNotExists","Planned","Both"
"SC-7","SC","Boundary Protection","bb91dfba-c30d-4263-9add-9c2384e659a6","Non-internet-facing virtual machines should be protected with network security groups","Audit","AuditIfNotExists","AuditIfNotExists","Planned","Both"
"SC-7(3)","SC","Boundary Protection","bb91dfba-c30d-4263-9add-9c2384e659a6","Non-internet-facing virtual machines should be protected with network security groups","Audit","AuditIfNotExists","AuditIfNotExists","Planned","Both"
"RA-5","RA","Unknown","feedbf84-6b99-488c-acc2-71c829aa5ffc","SQL databases should have vulnerability findings resolved","Audit","AuditIfNotExists","AuditIfNotExists","Planned","Both"
"SI-2","SI","Flaw Remediation","feedbf84-6b99-488c-acc2-71c829aa5ffc","SQL databases should have vulnerability findings resolved","Audit","AuditIfNotExists","AuditIfNotExists","Planned","Both"
"RA-5","RA","Unknown","6ba6d016-e7c3-4842-b8f2-4992ebc0d72d","SQL servers on machines should have vulnerability findings resolved","Audit","AuditIfNotExists","AuditIfNotExists","Planned","Both"
"AC-4","AC","Information Flow Enforcement","e71308d3-144b-4262-b144-efdc3cc90517","Subnets should be associated with a Network Security Group","Audit","AuditIfNotExists","AuditIfNotExists","Planned","Both"
"SC-7","SC","Boundary Protection","e71308d3-144b-4262-b144-efdc3cc90517","Subnets should be associated with a Network Security Group","Audit","AuditIfNotExists","AuditIfNotExists","Planned","Both"
"SC-7(3)","SC","Boundary Protection","e71308d3-144b-4262-b144-efdc3cc90517","Subnets should be associated with a Network Security Group","Audit","AuditIfNotExists","AuditIfNotExists","Planned","Both"
"IR-4","IR","Unknown","4f4f78b8-e367-4b10-a341-d9a4ad5cf1c7","Subscriptions should have a contact email address for security issues","Audit","AuditIfNotExists","AuditIfNotExists","Planned","Both"
"IR-5","IR","Unknown","4f4f78b8-e367-4b10-a341-d9a4ad5cf1c7","Subscriptions should have a contact email address for security issues","Audit","AuditIfNotExists","AuditIfNotExists","Planned","Both"
"IR-6(2)","IR","Unknown","4f4f78b8-e367-4b10-a341-d9a4ad5cf1c7","Subscriptions should have a contact email address for security issues","Audit","AuditIfNotExists","AuditIfNotExists","Planned","Both"
"SI-4(12)","SI","System Monitoring","4f4f78b8-e367-4b10-a341-d9a4ad5cf1c7","Subscriptions should have a contact email address for security issues","Audit","AuditIfNotExists","AuditIfNotExists","Planned","Both"
"SI-2","SI","Flaw Remediation","c3f317a7-a95c-4547-b7e7-11017ebdf2fe","System updates on virtual machine scale sets should be installed","Audit","AuditIfNotExists","AuditIfNotExists","Planned","Both"
"SI-2","SI","Flaw Remediation","86b3d65f-7626-441e-b690-81a8b71cff60","System updates should be installed on your machines","Audit","AuditIfNotExists","AuditIfNotExists","Planned","Both"
"AC-5","AC","Unknown","09024ccc-0c5f-475e-9457-b7c0d9ed487b","There should be more than one owner assigned to your subscription","Audit","AuditIfNotExists","AuditIfNotExists","Planned","Both"
"SC-28","SC","Protection of Information at Rest","0961003e-5a0a-4549-abde-af6a37f2724d","Virtual machines should encrypt temp disks, caches, and data flows between Compute and Storage resources","Audit","AuditIfNotExists","AuditIfNotExists","Planned","Both"
"SC-28(1)","SC","Protection of Information at Rest","0961003e-5a0a-4549-abde-af6a37f2724d","Virtual machines should encrypt temp disks, caches, and data flows between Compute and Storage resources","Audit","AuditIfNotExists","AuditIfNotExists","Planned","Both"
"AU-6(4)","AU","Audit Record Review, Analysis, and Reporting","d26f7642-7545-4e18-9b75-8c9bbdee3a9a","Virtual machines' Guest Configuration extension should be deployed with system-assigned managed identity","Audit","AuditIfNotExists","AuditIfNotExists","Planned","Both"
"AU-6(5)","AU","Audit Record Review, Analysis, and Reporting","d26f7642-7545-4e18-9b75-8c9bbdee3a9a","Virtual machines' Guest Configuration extension should be deployed with system-assigned managed identity","Audit","AuditIfNotExists","AuditIfNotExists","Planned","Both"
"AU-12","AU","Audit Record Generation","d26f7642-7545-4e18-9b75-8c9bbdee3a9a","Virtual machines' Guest Configuration extension should be deployed with system-assigned managed identity","Audit","AuditIfNotExists","AuditIfNotExists","Planned","Both"
"AU-12(1)","AU","Audit Record Generation","d26f7642-7545-4e18-9b75-8c9bbdee3a9a","Virtual machines' Guest Configuration extension should be deployed with system-assigned managed identity","Audit","AuditIfNotExists","AuditIfNotExists","Planned","Both"
"SI-4","SI","System Monitoring","d26f7642-7545-4e18-9b75-8c9bbdee3a9a","Virtual machines' Guest Configuration extension should be deployed with system-assigned managed identity","Audit","AuditIfNotExists","AuditIfNotExists","Planned","Both"
"RA-5","RA","Unknown","e8cbc669-f12d-49eb-93e7-9273119e9933","Vulnerabilities in container security configurations should be remediated","Audit","AuditIfNotExists","AuditIfNotExists","Planned","Both"
"RA-5","RA","Unknown","e1e5fd5d-3e4c-4ce1-8661-7d1873ae6b15","Vulnerabilities in security configuration on your machines should be remediated","Audit","AuditIfNotExists","AuditIfNotExists","Planned","Both"
"SI-2","SI","Flaw Remediation","e1e5fd5d-3e4c-4ce1-8661-7d1873ae6b15","Vulnerabilities in security configuration on your machines should be remediated","Audit","AuditIfNotExists","AuditIfNotExists","Planned","Both"
"RA-5","RA","Unknown","3c735d8a-a4ba-4a3a-b7cf-db7754cf57f4","Vulnerabilities in security configuration on your virtual machine scale sets should be remediated","Audit","AuditIfNotExists","AuditIfNotExists","Planned","Both"
"SI-2","SI","Flaw Remediation","3c735d8a-a4ba-4a3a-b7cf-db7754cf57f4","Vulnerabilities in security configuration on your virtual machine scale sets should be remediated","Audit","AuditIfNotExists","AuditIfNotExists","Planned","Both"
"AC-4","AC","Information Flow Enforcement","1c06e275-d63d-4540-b761-71f364c2111d","Azure Service Bus namespaces should use private link","Audit","AuditIfNotExists","AuditIfNotExists","Planned","Both"
"AC-17","AC","Remote Access","1c06e275-d63d-4540-b761-71f364c2111d","Azure Service Bus namespaces should use private link","Audit","AuditIfNotExists","AuditIfNotExists","Planned","Both"
"AC-17(1)","AC","Remote Access","1c06e275-d63d-4540-b761-71f364c2111d","Azure Service Bus namespaces should use private link","Audit","AuditIfNotExists","AuditIfNotExists","Planned","Both"
"SC-7","SC","Boundary Protection","1c06e275-d63d-4540-b761-71f364c2111d","Azure Service Bus namespaces should use private link","Audit","AuditIfNotExists","AuditIfNotExists","Planned","Both"
"SC-7(3)","SC","Boundary Protection","1c06e275-d63d-4540-b761-71f364c2111d","Azure Service Bus namespaces should use private link","Audit","AuditIfNotExists","AuditIfNotExists","Planned","Both"
"AU-6(4)","AU","Audit Record Review, Analysis, and Reporting","f8d36e2f-389b-4ee4-898d-21aeb69a0f45","Resource logs in Service Bus should be enabled","Audit","{""diagnosticsLogsInServiceBusRetentionDays"":""1""}","{""diagnosticsLogsInServiceBusRetentionDays"":""1""}","Planned","Both"
"AU-6(5)","AU","Audit Record Review, Analysis, and Reporting","f8d36e2f-389b-4ee4-898d-21aeb69a0f45","Resource logs in Service Bus should be enabled","Audit","{""diagnosticsLogsInServiceBusRetentionDays"":""1""}","{""diagnosticsLogsInServiceBusRetentionDays"":""1""}","Planned","Both"
"AU-12","AU","Audit Record Generation","f8d36e2f-389b-4ee4-898d-21aeb69a0f45","Resource logs in Service Bus should be enabled","Audit","{""diagnosticsLogsInServiceBusRetentionDays"":""1""}","{""diagnosticsLogsInServiceBusRetentionDays"":""1""}","Planned","Both"
"AU-12(1)","AU","Audit Record Generation","f8d36e2f-389b-4ee4-898d-21aeb69a0f45","Resource logs in Service Bus should be enabled","Audit","{""diagnosticsLogsInServiceBusRetentionDays"":""1""}","{""diagnosticsLogsInServiceBusRetentionDays"":""1""}","Planned","Both"
"SC-12","SC","Cryptographic Key Establishment and Management","295fc8b1-dc9f-4f53-9c61-3f313ceab40a","Service Bus Premium namespaces should use a customer-managed key for encryption","Audit","Audit","Audit","Planned","Both"
"SC-28","SC","Protection of Information at Rest","617c02be-7f02-4efd-8836-3180d47b6c68","Service Fabric clusters should have the ClusterProtectionLevel property set to EncryptAndSign","Deny","Audit","Audit","Implemented","Both"
"SC-28(1)","SC","Protection of Information at Rest","617c02be-7f02-4efd-8836-3180d47b6c68","Service Fabric clusters should have the ClusterProtectionLevel property set to EncryptAndSign","Deny","Audit","Audit","Implemented","Both"
"AC-2","AC","Account Management","b54ed75b-3e1a-44ac-a333-05ba39b99ff0","Service Fabric clusters should only use Azure Active Directory for client authentication","Deny","Audit","Audit","Implemented","Both"
"AC-2(1)","AC","Account Management","b54ed75b-3e1a-44ac-a333-05ba39b99ff0","Service Fabric clusters should only use Azure Active Directory for client authentication","Deny","Audit","Audit","Implemented","Both"
"AC-2(7)","AC","Account Management","b54ed75b-3e1a-44ac-a333-05ba39b99ff0","Service Fabric clusters should only use Azure Active Directory for client authentication","Deny","Audit","Audit","Implemented","Both"
"AC-3","AC","Access Enforcement","b54ed75b-3e1a-44ac-a333-05ba39b99ff0","Service Fabric clusters should only use Azure Active Directory for client authentication","Deny","Audit","Audit","Implemented","Both"
"IA-2","IA","Identification and Authentication (Organizational Users)","b54ed75b-3e1a-44ac-a333-05ba39b99ff0","Service Fabric clusters should only use Azure Active Directory for client authentication","Deny","Audit","Audit","Implemented","Both"
"IA-4","IA","Identifier Management","b54ed75b-3e1a-44ac-a333-05ba39b99ff0","Service Fabric clusters should only use Azure Active Directory for client authentication","Deny","Audit","Audit","Implemented","Both"
"AC-4","AC","Information Flow Enforcement","2393d2cf-a342-44cd-a2e2-fe0188fd1234","Azure SignalR Service should use private link","Audit","Audit","Audit","Planned","Both"
"AC-17","AC","Remote Access","2393d2cf-a342-44cd-a2e2-fe0188fd1234","Azure SignalR Service should use private link","Audit","Audit","Audit","Planned","Both"
"AC-17(1)","AC","Remote Access","2393d2cf-a342-44cd-a2e2-fe0188fd1234","Azure SignalR Service should use private link","Audit","Audit","Audit","Planned","Both"
"SC-7","SC","Boundary Protection","2393d2cf-a342-44cd-a2e2-fe0188fd1234","Azure SignalR Service should use private link","Audit","Audit","Audit","Planned","Both"
"SC-7(3)","SC","Boundary Protection","2393d2cf-a342-44cd-a2e2-fe0188fd1234","Azure SignalR Service should use private link","Audit","Audit","Audit","Planned","Both"
"AC-2","AC","Account Management","1f314764-cb73-4fc9-b863-8eca98ac36e9","An Azure Active Directory administrator should be provisioned for SQL servers","Audit","AuditIfNotExists","AuditIfNotExists","Planned","Both"
"AC-2(1)","AC","Account Management","1f314764-cb73-4fc9-b863-8eca98ac36e9","An Azure Active Directory administrator should be provisioned for SQL servers","Audit","AuditIfNotExists","AuditIfNotExists","Planned","Both"
"AC-2(7)","AC","Account Management","1f314764-cb73-4fc9-b863-8eca98ac36e9","An Azure Active Directory administrator should be provisioned for SQL servers","Audit","AuditIfNotExists","AuditIfNotExists","Planned","Both"
"AC-3","AC","Access Enforcement","1f314764-cb73-4fc9-b863-8eca98ac36e9","An Azure Active Directory administrator should be provisioned for SQL servers","Audit","AuditIfNotExists","AuditIfNotExists","Planned","Both"
"IA-2","IA","Identification and Authentication (Organizational Users)","1f314764-cb73-4fc9-b863-8eca98ac36e9","An Azure Active Directory administrator should be provisioned for SQL servers","Audit","AuditIfNotExists","AuditIfNotExists","Planned","Both"
"IA-4","IA","Identifier Management","1f314764-cb73-4fc9-b863-8eca98ac36e9","An Azure Active Directory administrator should be provisioned for SQL servers","Audit","AuditIfNotExists","AuditIfNotExists","Planned","Both"
"AU-6(4)","AU","Audit Record Review, Analysis, and Reporting","a6fb4358-5bf4-4ad7-ba82-2cd2f41ce5e9","Auditing on SQL server should be enabled","Audit","{""setting-a6fb4358-5bf4-4ad7-ba82-2cd2f41ce5e9"":""enabled""}","{""setting-a6fb4358-5bf4-4ad7-ba82-2cd2f41ce5e9"":""enabled""}","Planned","Both"
"AU-6(5)","AU","Audit Record Review, Analysis, and Reporting","a6fb4358-5bf4-4ad7-ba82-2cd2f41ce5e9","Auditing on SQL server should be enabled","Audit","{""setting-a6fb4358-5bf4-4ad7-ba82-2cd2f41ce5e9"":""enabled""}","{""setting-a6fb4358-5bf4-4ad7-ba82-2cd2f41ce5e9"":""enabled""}","Planned","Both"
"AU-12","AU","Audit Record Generation","a6fb4358-5bf4-4ad7-ba82-2cd2f41ce5e9","Auditing on SQL server should be enabled","Audit","{""setting-a6fb4358-5bf4-4ad7-ba82-2cd2f41ce5e9"":""enabled""}","{""setting-a6fb4358-5bf4-4ad7-ba82-2cd2f41ce5e9"":""enabled""}","Planned","Both"
"AU-12(1)","AU","Audit Record Generation","a6fb4358-5bf4-4ad7-ba82-2cd2f41ce5e9","Auditing on SQL server should be enabled","Audit","{""setting-a6fb4358-5bf4-4ad7-ba82-2cd2f41ce5e9"":""enabled""}","{""setting-a6fb4358-5bf4-4ad7-ba82-2cd2f41ce5e9"":""enabled""}","Planned","Both"
"AC-16","AC","Unknown","abfb4388-5bf4-4ad7-ba82-2cd2f41ceae9","Azure Defender for SQL should be enabled for unprotected Azure SQL servers","Audit","AuditIfNotExists","AuditIfNotExists","Planned","Both"
"AU-6","AU","Audit Record Review, Analysis, and Reporting","abfb4388-5bf4-4ad7-ba82-2cd2f41ceae9","Azure Defender for SQL should be enabled for unprotected Azure SQL servers","Audit","AuditIfNotExists","AuditIfNotExists","Planned","Both"
"AU-6(4)","AU","Audit Record Review, Analysis, and Reporting","abfb4388-5bf4-4ad7-ba82-2cd2f41ceae9","Azure Defender for SQL should be enabled for unprotected Azure SQL servers","Audit","AuditIfNotExists","AuditIfNotExists","Planned","Both"
"AU-6(5)","AU","Audit Record Review, Analysis, and Reporting","abfb4388-5bf4-4ad7-ba82-2cd2f41ceae9","Azure Defender for SQL should be enabled for unprotected Azure SQL servers","Audit","AuditIfNotExists","AuditIfNotExists","Planned","Both"
"AU-12","AU","Audit Record Generation","abfb4388-5bf4-4ad7-ba82-2cd2f41ceae9","Azure Defender for SQL should be enabled for unprotected Azure SQL servers","Audit","AuditIfNotExists","AuditIfNotExists","Planned","Both"
"AU-12(1)","AU","Audit Record Generation","abfb4388-5bf4-4ad7-ba82-2cd2f41ceae9","Azure Defender for SQL should be enabled for unprotected Azure SQL servers","Audit","AuditIfNotExists","AuditIfNotExists","Planned","Both"
"IR-4","IR","Unknown","abfb4388-5bf4-4ad7-ba82-2cd2f41ceae9","Azure Defender for SQL should be enabled for unprotected Azure SQL servers","Audit","AuditIfNotExists","AuditIfNotExists","Planned","Both"
"IR-5","IR","Unknown","abfb4388-5bf4-4ad7-ba82-2cd2f41ceae9","Azure Defender for SQL should be enabled for unprotected Azure SQL servers","Audit","AuditIfNotExists","AuditIfNotExists","Planned","Both"
"RA-5","RA","Unknown","abfb4388-5bf4-4ad7-ba82-2cd2f41ceae9","Azure Defender for SQL should be enabled for unprotected Azure SQL servers","Audit","AuditIfNotExists","AuditIfNotExists","Planned","Both"
"SI-4","SI","System Monitoring","abfb4388-5bf4-4ad7-ba82-2cd2f41ceae9","Azure Defender for SQL should be enabled for unprotected Azure SQL servers","Audit","AuditIfNotExists","AuditIfNotExists","Planned","Both"
"AC-2(12)","AC","Account Management","abfb7388-5bf4-4ad7-ba99-2cd2f41cebb9","Azure Defender for SQL should be enabled for unprotected SQL Managed Instances","Audit","AuditIfNotExists","AuditIfNotExists","Planned","Both"
"AC-16","AC","Unknown","abfb7388-5bf4-4ad7-ba99-2cd2f41cebb9","Azure Defender for SQL should be enabled for unprotected SQL Managed Instances","Audit","AuditIfNotExists","AuditIfNotExists","Planned","Both"
"AU-6","AU","Audit Record Review, Analysis, and Reporting","abfb7388-5bf4-4ad7-ba99-2cd2f41cebb9","Azure Defender for SQL should be enabled for unprotected SQL Managed Instances","Audit","AuditIfNotExists","AuditIfNotExists","Planned","Both"
"AU-6(4)","AU","Audit Record Review, Analysis, and Reporting","abfb7388-5bf4-4ad7-ba99-2cd2f41cebb9","Azure Defender for SQL should be enabled for unprotected SQL Managed Instances","Audit","AuditIfNotExists","AuditIfNotExists","Planned","Both"
"AU-6(5)","AU","Audit Record Review, Analysis, and Reporting","abfb7388-5bf4-4ad7-ba99-2cd2f41cebb9","Azure Defender for SQL should be enabled for unprotected SQL Managed Instances","Audit","AuditIfNotExists","AuditIfNotExists","Planned","Both"
"AU-12","AU","Audit Record Generation","abfb7388-5bf4-4ad7-ba99-2cd2f41cebb9","Azure Defender for SQL should be enabled for unprotected SQL Managed Instances","Audit","AuditIfNotExists","AuditIfNotExists","Planned","Both"
"AU-12(1)","AU","Audit Record Generation","abfb7388-5bf4-4ad7-ba99-2cd2f41cebb9","Azure Defender for SQL should be enabled for unprotected SQL Managed Instances","Audit","AuditIfNotExists","AuditIfNotExists","Planned","Both"
"IR-4","IR","Unknown","abfb7388-5bf4-4ad7-ba99-2cd2f41cebb9","Azure Defender for SQL should be enabled for unprotected SQL Managed Instances","Audit","AuditIfNotExists","AuditIfNotExists","Planned","Both"
"IR-5","IR","Unknown","abfb7388-5bf4-4ad7-ba99-2cd2f41cebb9","Azure Defender for SQL should be enabled for unprotected SQL Managed Instances","Audit","AuditIfNotExists","AuditIfNotExists","Planned","Both"
"RA-5","RA","Unknown","abfb7388-5bf4-4ad7-ba99-2cd2f41cebb9","Azure Defender for SQL should be enabled for unprotected SQL Managed Instances","Audit","AuditIfNotExists","AuditIfNotExists","Planned","Both"
